Orbital Forcing (Laskar et al 2004)
Downloaded from http://www.imcce.fr/Equipes/ASD/insola/earth/online/
20 Myr-ago to present
Reference: A&A 428, 261-285 (2004), DOI: 10.1051/0004-6361:20041335,
Laskar, J., Robutel, P., Joutel, F., Gastineau, M., Correia, A.C.M., Levrard, B. : 2004,
A long term numerical solution for the insolation quantities of the Earth.
Time (1000 Julian Years)   Ecc  Prec  Obl
  -12282.000       0.029070       0.000288       0.417331
  -12281.000       0.029376       0.008299       0.418968
  -12280.000       0.029682       0.015841       0.420251
  -12279.000       0.029886       0.022313       0.421156
  -12278.000       0.030139       0.027111       0.421669
  -12277.000       0.030324       0.029872       0.421778
  -12276.000       0.030499       0.030323       0.421485
  -12275.000       0.030618       0.028359       0.420805
  -12274.000       0.030710       0.024125       0.419752
  -12273.000       0.030834       0.017923       0.418359
  -12272.000       0.030796       0.010235       0.416664
  -12271.000       0.030840       0.001652       0.414711
  -12270.000       0.030821      -0.007049       0.412552
  -12269.000       0.030720      -0.015228       0.410247
  -12268.000       0.030647      -0.022123       0.407855
  -12267.000       0.030532      -0.027136       0.405444
  -12266.000       0.030360      -0.029849       0.403078
  -12265.000       0.030210      -0.030036       0.400817
  -12264.000       0.029953      -0.027593       0.398726
  -12263.000       0.029794      -0.022892       0.396857
  -12262.000       0.029484      -0.016216       0.395254
  -12261.000       0.029198      -0.008275       0.393961
  -12260.000       0.028942       0.000239       0.393007
  -12259.000       0.028571       0.008549       0.392406
  -12258.000       0.028212       0.015938       0.392169
  -12257.000       0.027894       0.021738       0.392293
  -12256.000       0.027472       0.025513       0.392759
  -12255.000       0.027082       0.026980       0.393547
  -12254.000       0.026657       0.026096       0.394623
  -12253.000       0.026236       0.023041       0.395946
  -12252.000       0.025800       0.018158       0.397473
  -12251.000       0.025288       0.011954       0.399155
  -12250.000       0.024878       0.005009       0.400940
  -12249.000       0.024368      -0.002043       0.402781
  -12248.000       0.023861      -0.008638       0.404627
  -12247.000       0.023397      -0.014242       0.406430
  -12246.000       0.022902      -0.018461       0.408151
  -12245.000       0.022372      -0.021023       0.409747
  -12244.000       0.021897      -0.021841       0.411188
  -12243.000       0.021399      -0.020928       0.412445
  -12242.000       0.020887      -0.018436       0.413497
  -12241.000       0.020390      -0.014714       0.414327
  -12240.000       0.019878      -0.010012       0.414928
  -12239.000       0.019423      -0.004850       0.415291
  -12238.000       0.018864       0.000422       0.415417
  -12237.000       0.018410       0.005391       0.415310
  -12236.000       0.017933       0.009694       0.414976
  -12235.000       0.017413       0.013028       0.414427
  -12234.000       0.016959       0.015261       0.413676
  -12233.000       0.016490       0.016220       0.412741
  -12232.000       0.016020       0.015944       0.411642
  -12231.000       0.015548       0.014514       0.410402
  -12230.000       0.015100       0.012102       0.409048
  -12229.000       0.014660       0.008904       0.407608
  -12228.000       0.014193       0.005277       0.406112
  -12227.000       0.013728       0.001448       0.404590
  -12226.000       0.013359      -0.002286       0.403075
  -12225.000       0.012847      -0.005551       0.401598
  -12224.000       0.012453      -0.008255       0.400193
  -12223.000       0.012054      -0.010144       0.398890
  -12222.000       0.011603      -0.011116       0.397722
  -12221.000       0.011207      -0.011205       0.396718
  -12220.000       0.010814      -0.010451       0.395905
  -12219.000       0.010382      -0.008897       0.395310
  -12218.000       0.010014      -0.006870       0.394951
  -12217.000       0.009550      -0.004443       0.394847
  -12216.000       0.009209      -0.001901       0.395007
  -12215.000       0.008763       0.000554       0.395435
  -12214.000       0.008336       0.002686       0.396129
  -12213.000       0.007978       0.004492       0.397083
  -12212.000       0.007533       0.005693       0.398278
  -12211.000       0.007117       0.006407       0.399694
  -12210.000       0.006756       0.006616       0.401302
  -12209.000       0.006340       0.006331       0.403066
  -12208.000       0.005951       0.005695       0.404948
  -12207.000       0.005620       0.004869       0.406903
  -12206.000       0.005253       0.003814       0.408880
  -12205.000       0.004961       0.002768       0.410832
  -12204.000       0.004646       0.001772       0.412706
  -12203.000       0.004426       0.000814       0.414450
  -12202.000       0.004226      -0.000041       0.416018
  -12201.000       0.004027      -0.000731       0.417361
  -12200.000       0.003970      -0.001434       0.418437
  -12199.000       0.003920      -0.002019       0.419211
  -12198.000       0.003878      -0.002556       0.419651
  -12197.000       0.003998      -0.003128       0.419733
  -12196.000       0.004097      -0.003637       0.419445
  -12195.000       0.004193      -0.004026       0.418778
  -12194.000       0.004463      -0.004450       0.417736
  -12193.000       0.004616      -0.004569       0.416338
  -12192.000       0.004877      -0.004535       0.414601
  -12191.000       0.005116      -0.004208       0.412561
  -12190.000       0.005379      -0.003539       0.410267
  -12189.000       0.005635      -0.002494       0.407763
  -12188.000       0.005888      -0.001225       0.405116
  -12187.000       0.006128       0.000398       0.402397
  -12186.000       0.006410       0.002115       0.399674
  -12185.000       0.006576       0.003790       0.397029
  -12184.000       0.006823       0.005339       0.394544
  -12183.000       0.007039       0.006528       0.392294
  -12182.000       0.007165       0.007138       0.390358
  -12181.000       0.007347       0.007186       0.388803
  -12180.000       0.007504       0.006548       0.387683
  -12179.000       0.007580       0.005135       0.387046
  -12178.000       0.007706       0.003316       0.386919
  -12177.000       0.007772       0.000979       0.387308
  -12176.000       0.007850      -0.001485       0.388210
  -12175.000       0.007883      -0.003820       0.389601
  -12174.000       0.007882      -0.005787       0.391434
  -12173.000       0.007964      -0.007260       0.393663
  -12172.000       0.007874      -0.007832       0.396220
  -12171.000       0.007877      -0.007686       0.399025
  -12170.000       0.007839      -0.006722       0.402006
  -12169.000       0.007749      -0.004997       0.405076
  -12168.000       0.007662      -0.002816       0.408144
  -12167.000       0.007550      -0.000425       0.411139
  -12166.000       0.007436       0.002069       0.413975
  -12165.000       0.007278       0.004154       0.416580
  -12164.000       0.007090       0.005732       0.418894
  -12163.000       0.006960       0.006671       0.420861
  -12162.000       0.006751       0.006742       0.422433
  -12161.000       0.006543       0.006015       0.423586
  -12160.000       0.006414       0.004673       0.424290
  -12159.000       0.006217       0.002688       0.424537
  -12158.000       0.006097       0.000475       0.424331
  -12157.000       0.005983      -0.001739       0.423679
  -12156.000       0.005917      -0.003715       0.422603
  -12155.000       0.005948      -0.005210       0.421138
  -12154.000       0.005885      -0.005846       0.419319
  -12153.000       0.006031      -0.005810       0.417196
  -12152.000       0.006151      -0.004843       0.414824
  -12151.000       0.006293      -0.003096       0.412257
  -12150.000       0.006535      -0.000863       0.409562
  -12149.000       0.006789       0.001665       0.406805
  -12148.000       0.007127       0.004231       0.404048
  -12147.000       0.007424       0.006250       0.401359
  -12146.000       0.007826       0.007677       0.398806
  -12145.000       0.008259       0.008142       0.396438
  -12144.000       0.008649       0.007457       0.394318
  -12143.000       0.009128       0.005746       0.392491
  -12142.000       0.009629       0.003125       0.390989
  -12141.000       0.010106      -0.000251       0.389845
  -12140.000       0.010670      -0.003853       0.389078
  -12139.000       0.011156      -0.007276       0.388688
  -12138.000       0.011777      -0.010225       0.388678
  -12137.000       0.012289      -0.012081       0.389034
  -12136.000       0.012825      -0.012688       0.389734
  -12135.000       0.013434      -0.011942       0.390755
  -12134.000       0.013936      -0.009701       0.392064
  -12133.000       0.014468      -0.006215       0.393620
  -12132.000       0.015014      -0.001919       0.395391
  -12131.000       0.015523       0.002997       0.397331
  -12130.000       0.016023       0.007808       0.399397
  -12129.000       0.016514       0.012086       0.401548
  -12128.000       0.016996       0.015402       0.403743
  -12127.000       0.017495       0.017352       0.405935
  -12126.000       0.017881       0.017595       0.408088
  -12125.000       0.018379       0.016275       0.410165
  -12124.000       0.018800       0.013272       0.412128
  -12123.000       0.019162       0.008885       0.413945
  -12122.000       0.019600       0.003586       0.415587
  -12121.000       0.019966      -0.002259       0.417025
  -12120.000       0.020329      -0.008138       0.418235
  -12119.000       0.020655      -0.013365       0.419195
  -12118.000       0.021002      -0.017640       0.419884
  -12117.000       0.021319      -0.020491       0.420289
  -12116.000       0.021576      -0.021575       0.420399
  -12115.000       0.021864      -0.020887       0.420203
  -12114.000       0.022144      -0.018425       0.419701
  -12113.000       0.022334      -0.014281       0.418897
  -12112.000       0.022572      -0.008913       0.417794
  -12111.000       0.022796      -0.002707       0.416411
  -12110.000       0.022941       0.003879       0.414766
  -12109.000       0.023154       0.010226       0.412882
  -12108.000       0.023272       0.015753       0.410797
  -12107.000       0.023475       0.020182       0.408550
  -12106.000       0.023567       0.022842       0.406184
  -12105.000       0.023696       0.023678       0.403756
  -12104.000       0.023870       0.022569       0.401322
  -12103.000       0.023947       0.019477       0.398940
  -12102.000       0.024044       0.014703       0.396678
  -12101.000       0.024218       0.008710       0.394597
  -12100.000       0.024256       0.001810       0.392756
  -12099.000       0.024369      -0.005243       0.391221
  -12098.000       0.024449      -0.011881       0.390036
  -12097.000       0.024510      -0.017602       0.389245
  -12096.000       0.024565      -0.021813       0.388886
  -12095.000       0.024583      -0.024149       0.388973
  -12094.000       0.024635      -0.024498       0.389514
  -12093.000       0.024645      -0.022759       0.390503
  -12092.000       0.024605      -0.019064       0.391913
  -12091.000       0.024638      -0.013900       0.393706
  -12090.000       0.024609      -0.007538       0.395835
  -12089.000       0.024520      -0.000629       0.398232
  -12088.000       0.024545       0.006239       0.400832
  -12087.000       0.024437       0.012580       0.403560
  -12086.000       0.024392       0.017866       0.406331
  -12085.000       0.024307       0.021660       0.409071
  -12084.000       0.024231       0.023782       0.411703
  -12083.000       0.024162       0.024076       0.414145
  -12082.000       0.024030       0.022516       0.416336
  -12081.000       0.023961       0.019346       0.418214
  -12080.000       0.023861       0.014792       0.419722
  -12079.000       0.023712       0.009197       0.420821
  -12078.000       0.023601       0.003045       0.421483
  -12077.000       0.023486      -0.003224       0.421684
  -12076.000       0.023289      -0.009223       0.421424
  -12075.000       0.023152      -0.014402       0.420708
  -12074.000       0.022968      -0.018516       0.419555
  -12073.000       0.022776      -0.021273       0.418001
  -12072.000       0.022554      -0.022438       0.416086
  -12071.000       0.022337      -0.022040       0.413863
  -12070.000       0.022140      -0.020105       0.411399
  -12069.000       0.021844      -0.016784       0.408759
  -12068.000       0.021627      -0.012359       0.406020
  -12067.000       0.021387      -0.007194       0.403264
  -12066.000       0.021108      -0.001616       0.400571
  -12065.000       0.020855       0.003939       0.398023
  -12064.000       0.020655       0.009055       0.395703
  -12063.000       0.020369       0.013456       0.393680
  -12062.000       0.020192       0.016830       0.392018
  -12061.000       0.019981       0.018944       0.390774
  -12060.000       0.019831       0.019797       0.389979
  -12059.000       0.019685       0.019291       0.389660
  -12058.000       0.019573       0.017553       0.389823
  -12057.000       0.019542       0.014727       0.390451
  -12056.000       0.019511       0.011018       0.391519
  -12055.000       0.019497       0.006632       0.392985
  -12054.000       0.019668       0.001895       0.394789
  -12053.000       0.019719      -0.003006       0.396872
  -12052.000       0.019931      -0.007762       0.399161
  -12051.000       0.020197      -0.012157       0.401581
  -12050.000       0.020461      -0.015914       0.404062
  -12049.000       0.020823      -0.018905       0.406532
  -12048.000       0.021222      -0.020836       0.408924
  -12047.000       0.021682      -0.021645       0.411180
  -12046.000       0.022177      -0.021162       0.413245
  -12045.000       0.022706      -0.019357       0.415072
  -12044.000       0.023327      -0.016231       0.416624
  -12043.000       0.023958      -0.011880       0.417869
  -12042.000       0.024577      -0.006470       0.418782
  -12041.000       0.025355      -0.000275       0.419352
  -12040.000       0.026054       0.006356       0.419572
  -12039.000       0.026802       0.012984       0.419441
  -12038.000       0.027636       0.019180       0.418974
  -12037.000       0.028417       0.024376       0.418187
  -12036.000       0.029255       0.028175       0.417107
  -12035.000       0.030096       0.030096       0.415763
  -12034.000       0.030966       0.029877       0.414192
  -12033.000       0.031825       0.027313       0.412431
  -12032.000       0.032698       0.022478       0.410524
  -12031.000       0.033553       0.015505       0.408509
  -12030.000       0.034479       0.006913       0.406432
  -12029.000       0.035268      -0.002794       0.404337
  -12028.000       0.036157      -0.012764       0.402263
  -12027.000       0.037011      -0.022270       0.400252
  -12026.000       0.037763      -0.030306       0.398349
  -12025.000       0.038591      -0.036221       0.396586
  -12024.000       0.039350      -0.039270       0.395002
  -12023.000       0.040060      -0.039022       0.393631
  -12022.000       0.040772      -0.035423       0.392498
  -12021.000       0.041428      -0.028533       0.391629
  -12020.000       0.042095      -0.018885       0.391044
  -12019.000       0.042680      -0.007283       0.390755
  -12018.000       0.043245       0.005326       0.390771
  -12017.000       0.043863       0.017853       0.391097
  -12016.000       0.044303       0.029012       0.391728
  -12015.000       0.044829       0.037960       0.392657
  -12014.000       0.045279       0.043670       0.393873
  -12013.000       0.045679       0.045661       0.395352
  -12012.000       0.046053       0.043692       0.397071
  -12011.000       0.046392       0.037938       0.399002
  -12010.000       0.046687       0.028761       0.401105
  -12009.000       0.046946       0.017156       0.403343
  -12008.000       0.047122       0.003965       0.405673
  -12007.000       0.047358      -0.009633       0.408046
  -12006.000       0.047433      -0.022401       0.410412
  -12005.000       0.047525      -0.033364       0.412724
  -12004.000       0.047618      -0.041611       0.414927
  -12003.000       0.047585      -0.046397       0.416971
  -12002.000       0.047590      -0.047506       0.418809
  -12001.000       0.047522      -0.044802       0.420394
  -12000.000       0.047456      -0.038580       0.421684
  -11999.000       0.047329      -0.029349       0.422647
  -11998.000       0.047172      -0.017980       0.423246
  -11997.000       0.047040      -0.005228       0.423458
  -11996.000       0.046836       0.007750       0.423270
  -11995.000       0.046595       0.020014       0.422666
  -11994.000       0.046394       0.030628       0.421647
  -11993.000       0.046151       0.038803       0.420224
  -11992.000       0.045807       0.043832       0.418409
  -11991.000       0.045581       0.045574       0.416235
  -11990.000       0.045223       0.043696       0.413744
  -11989.000       0.044880       0.038513       0.410978
  -11988.000       0.044527       0.030446       0.408004
  -11987.000       0.044137       0.020108       0.404892
  -11986.000       0.043745       0.008310       0.401712
  -11985.000       0.043312      -0.003881       0.398551
  -11984.000       0.042869      -0.015637       0.395497
  -11983.000       0.042470      -0.025945       0.392629
  -11982.000       0.041950      -0.033941       0.390042
  -11981.000       0.041507      -0.039093       0.387811
  -11980.000       0.041074      -0.041009       0.386009
  -11979.000       0.040542      -0.039463       0.384704
  -11978.000       0.040111      -0.034845       0.383939
  -11977.000       0.039641      -0.027508       0.383744
  -11976.000       0.039182      -0.018051       0.384138
  -11975.000       0.038720      -0.007519       0.385108
  -11974.000       0.038271       0.003388       0.386625
  -11973.000       0.037851       0.013745       0.388647
  -11972.000       0.037398       0.022658       0.391109
  -11971.000       0.036938       0.029594       0.393930
  -11970.000       0.036601       0.034179       0.397033
  -11969.000       0.036108       0.035954       0.400318
  -11968.000       0.035728       0.035158       0.403694
  -11967.000       0.035340       0.031883       0.407072
  -11966.000       0.034927       0.026411       0.410356
  -11965.000       0.034527       0.019307       0.413466
  -11964.000       0.034145       0.011181       0.416332
  -11963.000       0.033765       0.002388       0.418880
  -11962.000       0.033372      -0.006166       0.421056
  -11961.000       0.032988      -0.014138       0.422818
  -11960.000       0.032652      -0.021033       0.424124
  -11959.000       0.032293      -0.026340       0.424952
  -11958.000       0.031919      -0.029850       0.425292
  -11957.000       0.031663      -0.031475       0.425137
  -11956.000       0.031321      -0.030994       0.424501
  -11955.000       0.031042      -0.028616       0.423408
  -11954.000       0.030813      -0.024526       0.421884
  -11953.000       0.030562      -0.018914       0.419980
  -11952.000       0.030375      -0.012185       0.417750
  -11951.000       0.030179      -0.004853       0.415253
  -11950.000       0.030064       0.002830       0.412561
  -11949.000       0.029942       0.010238       0.409752
  -11948.000       0.029846       0.016929       0.406892
  -11947.000       0.029818       0.022592       0.404067
  -11946.000       0.029834       0.026814       0.401345
  -11945.000       0.029789       0.029213       0.398790
  -11944.000       0.029929       0.029873       0.396468
  -11943.000       0.029997       0.028464       0.394430
  -11942.000       0.030122       0.025177       0.392716
  -11941.000       0.030324       0.020194       0.391365
  -11940.000       0.030533       0.013757       0.390397
  -11939.000       0.030769       0.006196       0.389826
  -11938.000       0.031073      -0.001841       0.389656
  -11937.000       0.031384      -0.010004       0.389877
  -11936.000       0.031776      -0.017706       0.390468
  -11935.000       0.032138      -0.024275       0.391405
  -11934.000       0.032600      -0.029389       0.392648
  -11933.000       0.033098      -0.032570       0.394152
  -11932.000       0.033566      -0.033436       0.395872
  -11931.000       0.034132      -0.031974       0.397753
  -11930.000       0.034744      -0.028174       0.399741
  -11929.000       0.035301      -0.022059       0.401787
  -11928.000       0.035960      -0.014220       0.403840
  -11927.000       0.036636      -0.005002       0.405852
  -11926.000       0.037263       0.004981       0.407784
  -11925.000       0.037993       0.014923       0.409596
  -11924.000       0.038633       0.024114       0.411258
  -11923.000       0.039386       0.031951       0.412742
  -11922.000       0.040037       0.037563       0.414027
  -11921.000       0.040709       0.040574       0.415092
  -11920.000       0.041467       0.040705       0.415927
  -11919.000       0.042063       0.037588       0.416516
  -11918.000       0.042726       0.031546       0.416856
  -11917.000       0.043411       0.022923       0.416943
  -11916.000       0.043975       0.012105       0.416776
  -11915.000       0.044580       0.000087       0.416358
  -11914.000       0.045157      -0.012285       0.415699
  -11913.000       0.045679      -0.024132       0.414810
  -11912.000       0.046212      -0.034301       0.413705
  -11911.000       0.046645      -0.041956       0.412406
  -11910.000       0.047156      -0.046487       0.410938
  -11909.000       0.047540      -0.047220       0.409326
  -11908.000       0.047904      -0.044086       0.407605
  -11907.000       0.048314      -0.037273       0.405808
  -11906.000       0.048588      -0.027153       0.403970
  -11905.000       0.048885      -0.014547       0.402135
  -11904.000       0.049113      -0.000607       0.400345
  -11903.000       0.049342       0.013664       0.398641
  -11902.000       0.049467       0.026870       0.397072
  -11901.000       0.049580       0.037807       0.395680
  -11900.000       0.049652       0.045584       0.394505
  -11899.000       0.049666       0.049356       0.393591
  -11898.000       0.049592       0.048754       0.392965
  -11897.000       0.049539       0.043911       0.392657
  -11896.000       0.049398       0.035181       0.392684
  -11895.000       0.049189       0.023384       0.393052
  -11894.000       0.048960       0.009658       0.393760
  -11893.000       0.048721      -0.004742       0.394802
  -11892.000       0.048349      -0.018595       0.396152
  -11891.000       0.048032      -0.030524       0.397784
  -11890.000       0.047620      -0.039635       0.399659
  -11889.000       0.047208      -0.045183       0.401730
  -11888.000       0.046729      -0.046729       0.403945
  -11887.000       0.046205      -0.044313       0.406246
  -11886.000       0.045740      -0.038338       0.408567
  -11885.000       0.045081      -0.029302       0.410850
  -11884.000       0.044512      -0.018210       0.413026
  -11883.000       0.043897      -0.006022       0.415033
  -11882.000       0.043171       0.006270       0.416815
  -11881.000       0.042503       0.017604       0.418319
  -11880.000       0.041771       0.027113       0.419496
  -11879.000       0.040999       0.034208       0.420312
  -11878.000       0.040240       0.038362       0.420737
  -11877.000       0.039382       0.039365       0.420749
  -11876.000       0.038598       0.037416       0.420346
  -11875.000       0.037726       0.032662       0.419523
  -11874.000       0.036813       0.025638       0.418296
  -11873.000       0.036022       0.017099       0.416691
  -11872.000       0.035060       0.007572       0.414736
  -11871.000       0.034195      -0.001994       0.412477
  -11870.000       0.033330      -0.010924       0.409972
  -11869.000       0.032432      -0.018614       0.407279
  -11868.000       0.031558      -0.024498       0.404471
  -11867.000       0.030683      -0.028164       0.401627
  -11866.000       0.029845      -0.029600       0.398824
  -11865.000       0.028977      -0.028665       0.396149
  -11864.000       0.028131      -0.025651       0.393685
  -11863.000       0.027324      -0.020905       0.391504
  -11862.000       0.026519      -0.014890       0.389684
  -11861.000       0.025682      -0.008119       0.388280
  -11860.000       0.024962      -0.001221       0.387337
  -11859.000       0.024185       0.005333       0.386891
  -11858.000       0.023444       0.011108       0.386954
  -11857.000       0.022753       0.015649       0.387520
  -11856.000       0.022078       0.018869       0.388576
  -11855.000       0.021402       0.020555       0.390089
  -11854.000       0.020806       0.020799       0.392007
  -11853.000       0.020197       0.019650       0.394279
  -11852.000       0.019690       0.017392       0.396837
  -11851.000       0.019129       0.014157       0.399605
  -11850.000       0.018711       0.010320       0.402512
  -11849.000       0.018297       0.006073       0.405473
  -11848.000       0.017892       0.001729       0.408408
  -11847.000       0.017593      -0.002537       0.411245
  -11846.000       0.017343      -0.006438       0.413906
  -11845.000       0.017067      -0.009903       0.416327
  -11844.000       0.016924      -0.012721       0.418456
  -11843.000       0.016795      -0.014836       0.420242
  -11842.000       0.016696      -0.016160       0.421650
  -11841.000       0.016666      -0.016660       0.422659
  -11840.000       0.016656      -0.016309       0.423251
  -11839.000       0.016736      -0.015147       0.423423
  -11838.000       0.016773      -0.013181       0.423182
  -11837.000       0.016920      -0.010519       0.422541
  -11836.000       0.017094      -0.007202       0.421519
  -11835.000       0.017241      -0.003471       0.420149
  -11834.000       0.017472       0.000657       0.418461
  -11833.000       0.017747       0.004830       0.416498
  -11832.000       0.017976       0.008936       0.414304
  -11831.000       0.018276       0.012664       0.411926
  -11830.000       0.018624       0.015803       0.409418
  -11829.000       0.018915       0.018054       0.406838
  -11828.000       0.019306       0.019283       0.404238
  -11827.000       0.019637       0.019209       0.401681
  -11826.000       0.020063       0.017846       0.399224
  -11825.000       0.020431       0.015107       0.396918
  -11824.000       0.020836       0.011141       0.394817
  -11823.000       0.021295       0.006098       0.392967
  -11822.000       0.021701       0.000377       0.391403
  -11821.000       0.022119      -0.005693       0.390157
  -11820.000       0.022643      -0.011605       0.389253
  -11819.000       0.023037      -0.016853       0.388699
  -11818.000       0.023519      -0.020988       0.388506
  -11817.000       0.024001      -0.023587       0.388670
  -11816.000       0.024445      -0.024324       0.389181
  -11815.000       0.024912      -0.023084       0.390025
  -11814.000       0.025325      -0.019874       0.391182
  -11813.000       0.025780      -0.014848       0.392621
  -11812.000       0.026177      -0.008436       0.394315
  -11811.000       0.026527      -0.001100       0.396225
  -11810.000       0.026943       0.006549       0.398312
  -11809.000       0.027269       0.013866       0.400528
  -11808.000       0.027547       0.020149       0.402832
  -11807.000       0.027909       0.024969       0.405171
  -11806.000       0.028135       0.027703       0.407499
  -11805.000       0.028398       0.028216       0.409772
  -11804.000       0.028610       0.026358       0.411943
  -11803.000       0.028821       0.022264       0.413970
  -11802.000       0.028981       0.016207       0.415817
  -11801.000       0.029124       0.008805       0.417445
  -11800.000       0.029245       0.000497       0.418824
  -11799.000       0.029363      -0.007855       0.419928
  -11798.000       0.029391      -0.015626       0.420728
  -11797.000       0.029429      -0.022102       0.421207
  -11796.000       0.029477      -0.026768       0.421353
  -11795.000       0.029373      -0.029087       0.421152
  -11794.000       0.029337      -0.029009       0.420607
  -11793.000       0.029223      -0.026421       0.419725
  -11792.000       0.029053      -0.021525       0.418513
  -11791.000       0.028865      -0.014882       0.416997
  -11790.000       0.028609      -0.006976       0.415204
  -11789.000       0.028374       0.001494       0.413165
  -11788.000       0.028000       0.009591       0.410925
  -11787.000       0.027656       0.016771       0.408533
  -11786.000       0.027288       0.022247       0.406037
  -11785.000       0.026816       0.025520       0.403501
  -11784.000       0.026350       0.026350       0.400983
  -11783.000       0.025896       0.024730       0.398544
  -11782.000       0.025324       0.020690       0.396252
  -11781.000       0.024808       0.014921       0.394168
  -11780.000       0.024188       0.007874       0.392350
  -11779.000       0.023632       0.000354       0.390858
  -11778.000       0.022978      -0.006840       0.389733
  -11777.000       0.022285      -0.012942       0.389015
  -11776.000       0.021671      -0.017499       0.388731
  -11775.000       0.020911      -0.019909       0.388890
  -11774.000       0.020171      -0.020169       0.389488
  -11773.000       0.019452      -0.018391       0.390512
  -11772.000       0.018645      -0.014761       0.391924
  -11771.000       0.017859      -0.009935       0.393681
  -11770.000       0.017048      -0.004475       0.395733
  -11769.000       0.016223       0.000994       0.398010
  -11768.000       0.015436       0.005888       0.400449
  -11767.000       0.014524       0.009577       0.402981
  -11766.000       0.013770       0.011969       0.405530
  -11765.000       0.012936       0.012728       0.408032
  -11764.000       0.012107       0.011948       0.410423
  -11763.000       0.011358       0.009925       0.412633
  -11762.000       0.010618       0.006949       0.414612
  -11761.000       0.009913       0.003367       0.416311
  -11760.000       0.009243      -0.000117       0.417682
  -11759.000       0.008661      -0.003305       0.418697
  -11758.000       0.008145      -0.005732       0.419333
  -11757.000       0.007636      -0.007041       0.419575
  -11756.000       0.007290      -0.007289       0.419426
  -11755.000       0.007032      -0.006403       0.418893
  -11754.000       0.006838      -0.004473       0.417997
  -11753.000       0.006823      -0.001942       0.416770
  -11752.000       0.006873       0.000928       0.415249
  -11751.000       0.007088       0.003768       0.413477
  -11750.000       0.007377       0.006080       0.411509
  -11749.000       0.007695       0.007545       0.409397
  -11748.000       0.008198       0.008058       0.407201
  -11747.000       0.008651       0.007279       0.404982
  -11746.000       0.009168       0.005417       0.402801
  -11745.000       0.009748       0.002650       0.400716
  -11744.000       0.010292      -0.000826       0.398789
  -11743.000       0.010909      -0.004522       0.397071
  -11742.000       0.011413      -0.007903       0.395611
  -11741.000       0.012043      -0.010743       0.394449
  -11740.000       0.012575      -0.012458       0.393613
  -11739.000       0.013076      -0.012837       0.393123
  -11738.000       0.013630      -0.011851       0.392989
  -11737.000       0.014117      -0.009444       0.393204
  -11736.000       0.014574      -0.005800       0.393753
  -11735.000       0.015049      -0.001427       0.394614
  -11734.000       0.015467       0.003388       0.395748
  -11733.000       0.015927       0.008143       0.397118
  -11732.000       0.016281       0.012186       0.398677
  -11731.000       0.016692       0.015261       0.400376
  -11730.000       0.017110       0.017012       0.402166
  -11729.000       0.017405       0.017078       0.403999
  -11728.000       0.017800       0.015634       0.405826
  -11727.000       0.018134       0.012684       0.407605
  -11726.000       0.018432       0.008416       0.409291
  -11725.000       0.018733       0.003341       0.410849
  -11724.000       0.019014      -0.002153       0.412244
  -11723.000       0.019248      -0.007666       0.413447
  -11722.000       0.019489      -0.012541       0.414432
  -11721.000       0.019647      -0.016424       0.415183
  -11720.000       0.019880      -0.019051       0.415684
  -11719.000       0.019990      -0.019990       0.415931
  -11718.000       0.020104      -0.019274       0.415923
  -11717.000       0.020267      -0.016991       0.415663
  -11716.000       0.020312      -0.013158       0.415161
  -11715.000       0.020381      -0.008211       0.414432
  -11714.000       0.020444      -0.002636       0.413492
  -11713.000       0.020469       0.003320       0.412361
  -11712.000       0.020457       0.008936       0.411061
  -11711.000       0.020449       0.013774       0.409614
  -11710.000       0.020426       0.017543       0.408050
  -11709.000       0.020373       0.019742       0.406396
  -11708.000       0.020278       0.020259       0.404686
  -11707.000       0.020220       0.019105       0.402953
  -11706.000       0.020122       0.016304       0.401236
  -11705.000       0.019938       0.012090       0.399572
  -11704.000       0.019853       0.007006       0.398001
  -11703.000       0.019629       0.001310       0.396562
  -11702.000       0.019445      -0.004389       0.395293
  -11701.000       0.019194      -0.009520       0.394225
  -11700.000       0.018943      -0.013763       0.393392
  -11699.000       0.018661      -0.016706       0.392815
  -11698.000       0.018311      -0.018044       0.392516
  -11697.000       0.017978      -0.017839       0.392509
  -11696.000       0.017630      -0.016117       0.392800
  -11695.000       0.017157      -0.013004       0.393390
  -11694.000       0.016774      -0.009031       0.394274
  -11693.000       0.016303      -0.004465       0.395435
  -11692.000       0.015795       0.000223       0.396855
  -11691.000       0.015303       0.004565       0.398508
  -11690.000       0.014753       0.008169       0.400358
  -11689.000       0.014219       0.010937       0.402365
  -11688.000       0.013605       0.012446       0.404487
  -11687.000       0.013008       0.012889       0.406671
  -11686.000       0.012411       0.012286       0.408866
  -11685.000       0.011719       0.010740       0.411020
  -11684.000       0.011041       0.008599       0.413076
  -11683.000       0.010421       0.006155       0.414983
  -11682.000       0.009634       0.003558       0.416694
  -11681.000       0.008963       0.001194       0.418161
  -11680.000       0.008258      -0.000791       0.419348
  -11679.000       0.007534      -0.002367       0.420227
  -11678.000       0.006860      -0.003408       0.420765
  -11677.000       0.006245      -0.003981       0.420951
  -11676.000       0.005678      -0.004279       0.420774
  -11675.000       0.005271      -0.004338       0.420227
  -11674.000       0.004993      -0.004355       0.419317
  -11673.000       0.004961      -0.004514       0.418059
  -11672.000       0.005155      -0.004848       0.416466
  -11671.000       0.005517      -0.005343       0.414576
  -11670.000       0.006156      -0.006120       0.412425
